n_pairs,observed_cohen_dz_abs,posthoc_power,pairs_needed_80_power,mde_cohen_dz_80_power,mde_gmv_absolute,mde_gmv_relative,alpha,target_power
29,0.7887565187780428,0.983737739272694,15.0,0.5389585990402636,4175.7694714536065,0.008607640393497288,0.05,0.8
